starttime,endtime,"Thank you for taking a moment to fill out this survey on the stationary generators which are present at your location. This information is crucial for UNHCR to understand what generator assets the organization has globally, as well as to carry out its sustainability initiatives. Note that this survey requires you to take two photos of each generator, so you should open this link on a web browser (e.g. Google Chrome, Safari or Internet Explorer) on your mobile phone.",Select your region:,Select your country:,"If ""Other"", please specify your country",Select your location:,"If ""Other"", please specify your city",How many generators do you have at this location?,"Thank you for completing the survey! If you oversee more than one location, please complete the form for the generators at the other locations which are relevant for you.",Generator Asset Number (CloudERP):,Please take a photo of the generator nameplate,Please take a photo of the generator nameplate_URL,Please take a photo of the generator control screen,Please take a photo of the generator control screen_URL,kVA Rating:,Generator Make (Brand):,"If ""Other"", please specify make:",Generator Manufacturer (Engine):,"If ""Other"", please specify manufacturer (Engine):",Generator Model:,"If ""Other"", please specify model:",_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
2023-12-11T17:42:33.502+03:00,2023-12-10T18:02:50.752+03:00,,MENA,Yemen,,Aden,,5,,,,,,,,,,,,,,38183290,b7a2e975-e244-46cf-8926-180bb2d31249,2023-12-11T14:42:36,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,14
2023-12-11T17:13:39.818+01:00,2023-12-11T16:49:22.906+01:00,,Europe,Other,Italy,,Rome,0,,,,,,,,,,,,,,38189622,65c61a27-4316-4b2c-90f3-e352b357cc62,2023-12-11T16:13:40,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,15
2023-12-12T11:49:12.555+01:00,2023-12-08T10:31:38.654+01:00,,Southern Africa,Angola,,Dundo,,2,,,,,,,,,,,,,,38262004,48ddd812-3107-43fa-bd76-c42b445e032f,2023-12-12T10:49:13,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,16
2023-12-14T13:40:13.834+01:00,2023-12-06T10:25:56.897+01:00,,Europe,Serbia,,Pristina,,1,,,,,,,,,,,,,,38454450,f999fc16-77af-4d25-8224-1ad72db249a4,2023-12-14T12:40:15,,,submitted_via_web,,vDHFtEdRAxyJUWHSZ3j7jr,,17
2023-12-14T13:43:25.832+01:00,2023-12-14T13:40:13.905+01:00,,Europe,Serbia,,Pristina,,1,,,,,,,,,,,,,,38454667,fba1c470-42dd-43e5-bc11-76f22770554f,2023-12-14T12:43:27,,,submitted_via_web,,vDHFtEdRAxyJUWHSZ3j7jr,,18
2023-12-17T20:14:16.927+03:00,2023-12-17T19:55:59.793+03:00,,EHAGL,Uganda,,Arua,,1,,,,,,,,,,,,,,38657241,e208871c-251f-42ac-aab7-1b0132a15b59,2023-12-17T17:14:32,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,19
2023-12-17T20:17:22.785+03:00,2023-12-17T20:14:16.994+03:00,,EHAGL,Uganda,,Arua,,1,,,,,,,,,,,,,,38657272,e9c489f1-4bfb-420d-bcbd-7d0367de0b86,2023-12-17T17:17:28,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,20
2023-12-18T12:13:50.231+02:00,2023-12-18T12:10:45.559+02:00,,Europe,Moldova,,Otaci,,1,,,,,,,,,,,,,,38719650,5a4dd798-5ef4-45d2-aa24-5eeabc6b953f,2023-12-18T10:13:51,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,21
2023-12-18T12:10:45.507+02:00,2023-12-11T13:41:37.491+02:00,,Europe,Moldova,,Palanca,,1,,,,,,,,,,,,,,38719047,d63ad454-e42f-4d2d-9949-105f1b11b560,2023-12-18T10:10:46,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,22
2023-12-18T09:32:50.111-05:00,2023-12-18T09:21:59.034-05:00,,Americas,Ecuador,,Esmeraldas,,1,,,,,,,,,,,,,,38751587,afdd06db-404e-4c71-814b-6070dd8d6221,2023-12-18T14:33:22,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,23
2023-12-19T13:32:37.108+02:00,2023-12-07T13:13:07.303+02:00,,Southern Africa,Zambia,,Solwezi,,2,,,,,,,,,,,,,,38823231,abaf729e-e4ba-4a8f-ac23-c175d239b05e,2023-12-19T11:32:39,,,submitted_via_web,,vDHFtEdRAxyJUWHSZ3j7jr,,24
2023-12-20T12:12:55.091+03:30,2023-12-20T10:44:38.435+03:30,,Asia and Pacific,Iran,,Other,Dogharoun,1,,,,,,,,,,,,,,38910840,8cdae00b-999c-404f-a266-7dc5329a655f,2023-12-20T08:42:56,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,25
2023-12-19T15:59:33.185+02:00,2023-12-19T13:32:37.153+02:00,,Southern Africa,Zambia,,Kawambwa,,1,,,,,,,,,,,,,,38840003,7cb473bd-6311-4662-8fb7-0d8267bd9d8b,2023-12-19T13:59:35,,,submitted_via_web,,vDHFtEdRAxyJUWHSZ3j7jr,,26
2023-12-20T10:15:27.135+03:30,2023-12-20T09:20:32.092+03:30,,Asia and Pacific,Iran,,Kerman,,1,,,,,,,,,,,,,,38895571,bf9ccf96-7521-4bad-96ee-1bc43e32e495,2023-12-20T06:45:28,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,27
2023-12-20T10:24:11.593+03:30,2023-12-20T07:54:02.132+03:30,,Asia and Pacific,Iran,,SO Shiraz,,1,,,,,,,,,,,,,,38896213,9349808b-f022-44d6-8f1f-5a0b9a29ad6e,2023-12-20T06:54:15,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,28
2023-12-20T10:44:38.405+03:30,2023-12-20T09:01:12.557+03:30,,Asia and Pacific,Iran,,Mashhad,,1,,,,,,,,,,,,,,38898654,34dd9a7b-3acb-4817-ac95-7018e6050549,2023-12-20T07:14:39,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,29
2023-12-20T11:04:26.784+03:30,2023-12-19T16:46:16.096+03:30,,Asia and Pacific,Iran,,Tehran,,1,,,,,,,,,,,,,,38901754,2e11358e-cde7-4e63-ba9a-892fdb45e214,2023-12-20T07:34:28,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,30
2023-12-20T14:39:09.332+03:30,2023-12-20T11:00:35.133+03:30,,Asia and Pacific,Iran,,Other,Esfahan,1,,,,,,,,,,,,,,38931717,45afa99b-ba60-4b04-a14e-ea40f67be758,2023-12-20T11:09:10,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,31
2023-12-21T09:23:06.738+02:00,2023-12-13T16:56:22.660+02:00,,Southern Africa,Mozambique,,Pemba,,1,,,,,,,,,,,,,,38999139,e04ff47f-7f4b-41cc-b692-32dce39f96a1,2023-12-21T07:23:13,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,32
2023-12-21T10:08:38.353+02:00,2023-12-21T09:03:58.309+02:00,,Southern Africa,Mozambique,,Maputo,,1,,,,,,,,,,,,,,39006173,c22b16b1-e880-47b2-9112-fcc1bac08ed5,2023-12-21T08:08:38,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,33
2024-01-29T17:01:44.322+02:00,2024-01-29T16:37:07.029+02:00,,Europe,Ukraine,,Lviv (Warehouse),,1,,,,,,,,,,,,,,41139497,5ab60884-2e29-4b12-9da6-269a8369ed80,2024-01-29T15:01:44,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,34
2023-12-31T00:17:47.791+06:00,2023-12-28T20:09:52.241+06:00,,Asia and Pacific,Bangladesh,,Cox's Bazar,,96,,,,,,,,,,,,,,39533547,266dd6a3-e1b6-40cc-96e8-5da5b7aafe14,2023-12-30T18:17:57,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,35
2023-12-31T11:41:06.359+06:00,2023-12-31T00:17:48.946+06:00,,Asia and Pacific,Bangladesh,,Dhaka,,1,,,,,,,,,,,,,,39547423,80077c99-196b-4662-85de-284ccafe5d43,2023-12-31T05:41:13,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,36
2023-12-31T12:21:24.941+06:00,2023-12-31T11:41:06.404+06:00,,Asia and Pacific,Bangladesh,,Other,Bhasanchar,16,,,,,,,,,,,,,,39548483,6cbb2f57-17b1-4c7a-9788-758c834fd5b4,2023-12-31T06:21:32,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,37
2024-01-02T16:28:07.358+05:00,2024-01-02T11:45:34.196+05:00,,Asia and Pacific,Pakistan,,Quetta,,6,,,,,,,,,,,,,,39654279,8ec47abf-0428-42e9-882a-e3dcfcda856a,2024-01-02T11:28:08,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,38
2024-01-05T16:05:08.630+02:00,2023-12-12T14:41:17.306+02:00,,Europe,Ukraine,,Kyiv,,2,,,,,,,,,,,,,,39834161,eceade2d-085e-4c94-96e0-5f12b5c2935c,2024-01-05T14:05:08,,,submitted_via_web,,vDeNpon2MUcox5k2pYcbdj,,39
2024-01-09T17:45:00.047+05:00,2023-12-06T17:32:24.812+05:00,,Asia and Pacific,Pakistan,,Peshawar,,15,,,,,,,,,,,,,,40000063,1dc6620f-d95a-442f-92a2-a399a7034ed1,2024-01-09T12:45:04,,,submitted_via_web,,vNVedvosKinTQKwPZyBxix,,40
2024-01-09T13:01:17.865-08:00,2024-01-09T13:00:22.626-08:00,,Americas,Other,Aruba,,Oranjestad,0,,,,,,,,,,,,,,40023857,9baf1b06-5311-4734-8087-648c8a8d1029,2024-01-09T21:01:19,,,submitted_via_web,,vNVedvosKinTQKwPZyBxix,,41
2024-01-10T15:26:19.034+03:00,2024-01-04T10:02:07.328+03:00,,EHAGL,Ethiopia,,Asosa,,13,,,,,,,,,,,,,,40068785,cefe39b5-ff95-4319-92b6-deebd36b66b6,2024-01-10T12:26:30,,,submitted_via_web,,vNVedvosKinTQKwPZyBxix,,42
2024-01-15T10:18:47.353+01:00,2024-01-15T09:49:37.522+01:00,,MENA,Algeria,,Other,Algiers,1,,,,,,,,,,,,,,40296689,8bd4bbe4-006a-4ed0-a9ae-df343416b625,2024-01-15T09:18:51,,,submitted_via_web,,vNVedvosKinTQKwPZyBxix,,43
2024-01-15T12:54:19.061+03:00,2023-12-07T09:03:15.419+03:00,,EHAGL,Uganda,,Moyo,,9,,,,,,,,,,,,,,40301837,55c5e8a0-6c68-45e6-b6db-af5207bdbc87,2024-01-15T09:54:21,,,submitted_via_web,,vNVedvosKinTQKwPZyBxix,,44
2024-01-15T17:13:30.232+03:00,2024-01-10T15:26:19.195+03:00,,EHAGL,Ethiopia,,Asosa,,13,,,,,,,,,,,,,,40325072,e2394715-483f-4eb2-bd50-05fe3bce6404,2024-01-15T14:13:34,,,submitted_via_web,,vNVedvosKinTQKwPZyBxix,,45
2024-01-15T17:15:36.918+01:00,2024-01-15T10:55:32.259+01:00,,Europe,Other,Kosovo (UNSCR 1244),,Pristina,1,,,,,,,,,,,,,,40331511,a68f5c2c-6541-41f6-80d7-5d9f0f6465cb,2024-01-15T16:15:37,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,46
2024-01-15T18:35:54.538+01:00,2024-01-15T15:18:07.040+01:00,,West Africa,Nigeria,,Maiduguri,,13,,,,,,,,,,,,,,40333800,3b4b46b8-fbfd-47a0-84d7-80ef3b51b484,2024-01-15T17:36:21,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,47
2024-01-16T16:42:37.910+03:00,2024-01-16T11:00:16.316+03:00,,EHAGL,Uganda,,Mbarara,,33,,,,,,,,,,,,,,40392160,a84c8ae7-3e7c-4274-8f50-c567d6973c99,2024-01-16T13:42:49,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,48
2024-01-16T16:00:51.940-05:00,2024-01-16T15:58:22.827-05:00,,Americas,Peru,,Other,TUMBES,1,,,,,,,,,,,,,,40409143,6ac6ea2c-3a7d-4621-82f8-00d48b8b5707,2024-01-16T21:00:51,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,49
2024-01-18T12:04:19.543+01:00,2024-01-18T12:00:38.525+01:00,,MENA,Other,Tunisia,,Zarzis,1,,,,,,,,,,,,,,40520546,326d76b0-fc7f-4c4b-b455-d3365c614d9e,2024-01-18T11:04:21,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,50
2024-01-18T17:24:59.711+01:00,2024-01-18T12:04:19.601+01:00,,MENA,Other,Tunisia,,Tunis,1,,,,,,,,,,,,,,40540950,9702cf6d-f3e3-4e20-973d-a1493eaf1b56,2024-01-18T16:25:01,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,51
2024-01-23T10:47:51.915+03:00,2024-01-17T12:23:06.561+03:00,,MENA,Iraq,,Erbil,,40,,,,,,,,,,,,,,40751015,23cddbbe-ea8a-407c-ab89-9095ab954a5f,2024-01-23T07:48:16,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,52
2024-01-24T16:09:23.818+03:00,2024-01-24T14:24:24.172+03:00,,MENA,Iraq,,Dohuk,,15,,,,,,,,,,,,,,40859896,10d43558-6f16-4ab4-9805-8ace4e6878b1,2024-01-24T13:09:37,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,53
2024-01-28T15:45:12.382+03:00,2024-01-14T09:56:40.361+03:00,,MENA,Iraq,,Baghdad (Warehouse) 2,,21,,,,,,,,,,,,,,41073317,4fe7b0fc-b0f6-4656-9e4c-927aa2b8ef7b,2024-01-28T12:45:12,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,54
2024-01-28T15:43:27.258+03:00,2024-01-25T15:40:40.412+03:00,,MENA,Iraq,,Mosul,,2,,,,,,,,,,,,,,41073307,21ec21a9-3f42-460b-9880-504fb1ba381c,2024-01-28T12:43:26,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,55
2024-01-28T15:45:25.741+03:00,2024-01-15T11:24:09.631+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073321,9a518899-0c88-488f-88c7-21e5d8dcc844,2024-01-28T12:45:24,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,56
2024-01-28T15:45:37.573+03:00,2024-01-15T14:31:42.336+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073324,3d705a95-5924-4f63-bbfa-92a5713e0152,2024-01-28T12:45:37,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,57
2024-01-28T15:45:45.022+03:00,2024-01-15T15:04:47.533+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073325,b0e8c20b-acab-4e3f-9850-ba77580a8141,2024-01-28T12:45:44,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,58
2024-01-28T15:45:51.325+03:00,2024-01-15T15:13:08.876+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073327,ab880436-54ad-404c-a743-9735d5db89f9,2024-01-28T12:45:50,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,59
2024-01-28T15:45:57.166+03:00,2024-01-15T15:38:24.953+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073329,4fbfde6c-bca6-4b08-853e-872e36b0d85d,2024-01-28T12:45:56,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,60
2024-01-28T15:46:06.864+03:00,2024-01-15T15:40:01.856+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073331,20d829fc-8755-43a1-b249-571c04dd4a77,2024-01-28T12:46:05,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,61
2024-01-28T15:46:12.827+03:00,2024-01-16T09:50:19.497+03:00,,MENA,Iraq,,Baghdad,,3,,,,,,,,,,,,,,41073335,7ec4d7fb-185b-448d-a32c-ff33430b582a,2024-01-28T12:46:12,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,62
2024-01-28T15:46:19.637+03:00,2024-01-16T09:00:52.118+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073336,73b4686c-6334-4e5a-a188-6f3f883b818d,2024-01-28T12:46:18,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,63
2024-01-28T15:46:33.294+03:00,2024-01-15T14:48:19.191+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073341,cc6dacba-3050-4b87-a571-b57c52e69f1c,2024-01-28T12:46:32,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,64
2024-01-28T15:46:27.543+03:00,2024-01-16T09:02:57.616+03:00,,MENA,Iraq,,Mosul,,1,,,,,,,,,,,,,,41073339,ae60f5f0-1724-4701-a01f-340055740317,2024-01-28T12:46:26,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,65
2024-01-28T15:46:38.813+03:00,2024-01-15T14:29:24.006+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073343,39ef582c-1de5-402e-bf58-0ed5d27d9764,2024-01-28T12:46:37,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,66
2024-01-28T15:46:47.431+03:00,2024-01-15T15:22:37.879+03:00,,MENA,Iraq,,Baghdad,,1,,,,,,,,,,,,,,41073344,4b903af6-eee9-4201-8d67-1d1b30a69e8b,2024-01-28T12:46:46,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,67
2024-01-28T15:46:54.321+03:00,2024-01-16T09:14:39.561+03:00,,MENA,Iraq,,Baghdad,,2,,,,,,,,,,,,,,41073345,e4ac3912-38e5-43d3-bc45-e29441bccfdc,2024-01-28T12:46:53,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,68
2024-01-28T15:47:00.188+03:00,2024-01-15T09:28:00.515+03:00,,MENA,Iraq,,Kirkuk,,4,,,,,,,,,,,,,,41073347,936a0a03-3de6-4d67-afaa-a13d32f851a5,2024-01-28T12:46:58,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,69
2024-01-29T16:37:06.401+02:00,2024-01-29T15:19:27.259+02:00,,Europe,Ukraine,,Lviv (Warehouse),,24,,,,,,,,,,,,,,41137651,5f446351-76cc-4607-8ce9-74969e732c2b,2024-01-29T14:37:07,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,70
2024-02-01T16:41:22.829+02:00,2024-02-01T14:22:48.895+02:00,,Europe,Ukraine,,Kyiv,,82,,,,,,,,,,,,,,41391285,c1219cff-1f64-493f-a99c-1605c0da8a47,2024-02-01T14:41:32,,,submitted_via_web,,vNSPx7hAw8fGV75PERkkvm,,71
