index,MSRP_ASSET_ID,INTERFACE_LINE_NUMBER,ASSET_BOOK,ASSET_NUMBER,ASSET_DESCRIPTION,TAG_NUMBER,MANUFACTURER,SERIAL_NUMBER,MODEL_,ASSET_TYPE,ASSET_COST,DATE_PLACED_IN_SERVICE,PRORATE_CONVENTION,ASSET_UNITS,ASSET_CATEGORY_SEGMENT1,ASSET_CATEGORY_SEGMENT2,INV_GROUP_DESC,PROFILE_DESC,CATEGORY_DESC,VENDOR_ID,VENDOR_NAME,VENDOR_CLASS,AR_NUM,POSTING_STATUS,QUEUE_NAME,ASSET_KEY_SEGMENT1,ASSET_KEY_SEGMENT2,ASSET_KEY_SEGMENT3,IN_PHYSICAL_INVENTORY,IN_USE,ASSET_OWNERSHIP,BOUGHT,DEPRECIATE,YTD_DEPRECIATION,DEPRECIATION_RESERVE,DEPRECIATION_METHOD_,LIFE_IN_MONTHS,INVOICE_COST,COST_CLEARING_ACCOU_SEGMENT1,COST_CLEARING_ACCOU_SEGMENT2,COST_CLEARING_ACCOU_SEGMENT3,COST_CLEARING_ACCOU_SEGMENT4,COST_CLEARING_ACCOU_SEGMENT5,COST_CLEARING_ACCOU_SEGMENT6,COST_CLEARING_ACCOU_SEGMENT7,COST_CLEARING_ACCOU_SEGMENT8,ATTRIBUTE2,ATTRIBUTE_DATE1,AI_ATTRIBUTE2,GROUP_ASSET_NUMBER,MSRP_CATEGORY_ID,MSRP_PROFILE_ID,MSRP_ITEM_ID,MSRP_ASSET_BOOK,MSRP_ASSET_ID_1,INTERFACE_LINE_NUMBER_1,ASSET_DESCRIPTION_,AR_NUM_1,UNIT_ASSIGNED,EMPLOYEE_EMAIL_ADDRESS,ASSET_LOCATION_SEGMENT1,ASSET_LOCATION_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT1,DEPRECIATION_EXP_ACC_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT3,DEPRECIATION_EXP_ACC_SEGMENT4,DEPRECIATION_EXP_ACC_SEGMENT5,DEPRECIATION_EXP_ACC_SEGMENT6,DEPRECIATION_EXP_ACC_SEGMENT7,DEPRECIATION_EXP_ACC_SEGMENT8
142,1015074,1015074,UNHCR_ASSET_BOOK,1015074,"GEN, PERKINS, 60 KVA PRIME POW",700095,GTI,1113T2A2564,GT60PMC,CAPITALIZED,17316.2,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,100231,ACTED,P, ,POST,POST,OTHER,100231,IN SERVICE,YES,YES,OWNED,NEW,YES,1443.02,17316.2,STL,60,17316.2,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1015074,1015074,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,SSD-UPP-MAB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2053,1015075,1015075,UNHCR_ASSET_BOOK,1015075,"GEN, PERKINS, 60 KVA PRIME POW",700096,GTI,1113T2B2564,GT60PMC,CAPITALIZED,17316.2,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,27329,INTERNATIONAL RESCUE COMMITTEE,P, ,POST,POST,OTHER,27329,IN SERVICE,YES,YES,OWNED,NEW,YES,1443.02,17316.2,STL,60,17316.2,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1015075,1015075,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,SSD-UPP-MAB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
143,1015076,1015076,UNHCR_ASSET_BOOK,1015076,"GEN, PERKINS, 60 KVA PRIME POW",678806, ,WX17L3359148, ,CAPITALIZED,12821.27,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,49211,"INTERNATIONAL RESCUE COMMITTEE, INC",P, ,POST,POST,OTHER,49211,DAMAGED,YES,YES,OWNED,NEW,YES,1068.44,12821.27,STL,60,12821.27,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1015076,1015076,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,TCD-WAD-IRI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
144,1015077,1015077,UNHCR_ASSET_BOOK,1015077,"GEN, PERKINS 150 KVA, PRIME PO",678794, ,17L3359155, ,CAPITALIZED,"20773,27",2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,0,STL,60,0,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10001, ,505,GENERAT_60,5646,UNHCR,1015077,1015077,"GEN, PERKINS 150 KVA, PRIME PO",,1, ,TCD-WAD-IRI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2054,1015078,1015078,UNHCR_ASSET_BOOK,1015078,"GENERATOR, PERKINS 150 KVA",678782,SHANGHAI  KOYO  ANP,X17L3359153,GMDGPK-FZ 200,CAPITALIZED,19954.06,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1662.84,19954.06,STL,60,19954.06,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10059, ,504,GENERAT_60,6164,UNHCR,1015078,1015078,"GENERATOR, PERKINS 150 KVA",,1, ,TCD-NDJ-NDX-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
157,1015367,1015367,UNHCR_ASSET_BOOK,1015367,GENERATOR,648611,KAMAHIPOWER,SUR-C-001 UNHCR,KDE7000T,CAPITALIZED,625,2018-05-07,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,226257,HQ Joint Crisis Coordination Centre,P, ,POST,POST,OTHER,226257,IN SERVICE,YES,YES,OWNED,NEW,YES,0,625,STL,60,625,110,0,991010,0,0,0,0,0,,2018-05-07,EP-GN-10009, ,503,STI_60,7567,STI,1015367,1015367,GENERATOR,,1, ,IRQ-SUL-SUL-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
158,1015368,1015368,UNHCR_ASSET_BOOK,1015368,GENERATOR,648612,KAMAHIPOWER,BAR-C-002 UNHCR,KDE7000T,CAPITALIZED,625,2018-05-07,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,226257,HQ Joint Crisis Coordination Centre,P, ,POST,POST,OTHER,226257,IN SERVICE,YES,YES,OWNED,NEW,YES,0,625,STL,60,625,110,0,991010,0,0,0,0,0,,2018-05-07,EP-GN-10009, ,503,STI_60,7567,STI,1015368,1015368,GENERATOR,,1, ,IRQ-SUL-SUL-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2066,1015369,1015369,UNHCR_ASSET_BOOK,1015369,GENERATOR,648613,KAMAHIPOWER,TAZ-C-003 UNHCR,KDE7000T,CAPITALIZED,625,2018-05-07,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,226257,HQ Joint Crisis Coordination Centre,P, ,POST,POST,OTHER,226257,IN SERVICE,YES,YES,OWNED,NEW,YES,0,625,STL,60,625,110,0,991010,0,0,0,0,0,,2018-05-07,EP-GN-10009, ,503,STI_60,7567,STI,1015369,1015369,GENERATOR,,1, ,IRQ-SUL-SUL-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
159,1015370,1015370,UNHCR_ASSET_BOOK,1015370,GENERATOR,648614,KAMAHIPOWER,ALW1-C-004 UNHCR,KDE7000T,CAPITALIZED,625,2018-05-07,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,625,STL,60,625,110,0,991010,0,0,0,0,0,,2018-05-07,EP-GN-10009, ,503,STI_60,7567,STI,1015370,1015370,GENERATOR,,1, ,IRQ-ERB-ERB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
160,1015373,1015373,UNHCR_ASSET_BOOK,1015373,"GEN, PERKINS, 200 KVA PRIME PO",697190, ,697190, ,CAPITALIZED,35635,2018-05-07,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,2969.59,35635,STL,60,35635,110,0,991010,0,0,0,0,0,,2018-05-07,EP-GN-10030, ,505,GENERAT_60,5647,UNHCR,1015373,1015373,"GEN, PERKINS, 200 KVA PRIME PO",,1, ,CAF-BAN-BAN-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
161,1015551,1015551,UNHCR_ASSET_BOOK,1015551,"GENERATOR, PERKINS, WC/60 KVA",690460,PERKINS,DK32032*U503713C*,1103A33TGZ,CAPITALIZED,13331.85,2018-05-08,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1110.99,13331.85,STL,60,13331.85,110,0,991010,0,0,0,0,0,,2018-05-08,EP-GN-10065, ,505,GENERAT_60,5082,UNHCR,1015551,1015551,"GENERATOR, PERKINS, WC/60 KVA",,1, ,NGA-CRO-OGO-BXX-001,CALABAR,110,0,711020,0,0,0,0,0
162,1015553,1015553,UNHCR_ASSET_BOOK,1015553,GENERATOR,666753, ,31216120663, ,CAPITALIZED,1436.55,2018-05-09,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2354,INTERNATIONAL MEDICAL CORPS (IMC),P, ,POST,POST,OTHER,2354,IN SERVICE,YES,YES,OWNED,NEW,YES,0,1436.55,STL,60,1436.55,110,0,991010,0,0,0,0,0,,2018-05-09,EP-GN-10009, ,503,STI_60,7567,STI,1015553,1015553,GENERATOR,,1, ,CMR-EST-BAT-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3131,1015554,1015554,UNHCR_ASSET_BOOK,1015554,GENERATOR,666752, ,31216121451, ,CAPITALIZED,1436.55,2018-05-09,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,0,1436.55,STL,60,1436.55,110,0,991010,0,0,0,0,0,,2018-05-09,EP-GN-10009, ,503,STI_60,7567,STI,1015554,1015554,GENERATOR,,1, ,CMR-EST-BER-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2072,1015575,1015575,UNHCR_ASSET_BOOK,1015575,"GENERATOR, FG WILSON, WC/12,5 ",690279,FG WILSON,FGWPEP70PGBP03516,P65-5,CAPITALIZED,14474.47,2018-01-03,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,194073,Catholic Caritas Foundation of Nigeria,P, ,POST,POST,OTHER,194073,IN SERVICE,YES,YES,OWNED,NEW,YES,1447.44,10614.6,STL,60,14474.47,110,0,991010,0,0,0,0,0,,2018-01-03,, ,505,GENERAT_60,6670,UNHCR,1015575,1015575,"GENERATOR, FG WILSON, WC/12,5 ",,1, ,NGA-BOR-MAI-BXX-001,FU YOLA,110,0,711020,0,0,0,0,0
145,1015741,1015741,UNHCR_ASSET_BOOK,1015741,"GEN, PERKINS, 45 KVA PRIME",678815, ,X17L3359142, ,CAPITALIZED,12614.25,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1051.19,12614.25,STL,60,12614.25,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10152, ,505,GENERAT_60,7150,UNHCR,1015741,1015741,"GEN, PERKINS, 45 KVA PRIME",,1, ,TCD-OUA-HAD-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
146,1015853,1015853,UNHCR_ASSET_BOOK,1015853,"GENERATOR, 180 KVA",690340,FGWILSON,FGWPEP73TNLA00761,P165,CAPITALIZED,23555.72,2018-05-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1962.85,23555.72,STL,60,23555.72,110,0,991010,0,0,0,0,0,,2018-05-13,EP-GN-10064, ,504,GENERAT_60,4038,UNHCR,1015853,1015853,"GENERATOR, 180 KVA",,1, ,NGA-BOR-MAI-BXX-001,GH,110,0,711020,0,0,0,0,0
147,1015854,1015854,UNHCR_ASSET_BOOK,1015854,"GENERATOR, 180 KVA",690341,FGWILSON,FGWPEP73ANLA00770,P165,CAPITALIZED,23555.72,2018-05-13,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1962.85,23555.72,STL,60,23555.72,110,0,991010,0,0,0,0,0,,2018-05-13,EP-GN-10064, ,504,GENERAT_60,4038,UNHCR,1015854,1015854,"GENERATOR, 180 KVA",,1, ,NGA-BOR-MAI-BXX-001,SO MAIDUGU,110,0,711020,0,0,0,0,0
148,1015950,1015950,UNHCR_ASSET_BOOK,1015950,"GEN, PERKINS, 30 KVA PRIME POW",638226, ,G17F252271, ,CAPITALIZED,10696,2018-03-12,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,24828,AFRICAN INITIATIVE FOR RELIEF AND DEV.,P, ,POST,POST,OTHER,24828,IN SERVICE,YES,YES,OWNED,NEW,YES,534.8,10696,STL,60,10696,110,0,991010,0,0,0,0,0,,2018-03-12,EP-GN-10046, ,505,GENERAT_60,5639,UNHCR,1015950,1015950,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,COD-NOR-YAK-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
149,1015951,1015951,UNHCR_ASSET_BOOK,1015951,"GEN, PERKINS, 30 KVA PRIME POW",638227, ,G17F252286, ,CAPITALIZED,10696,2018-03-12,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,534.8,10696,STL,60,10696,110,0,991010,0,0,0,0,0,,2018-03-12,EP-GN-10046, ,505,GENERAT_60,5639,UNHCR,1015951,1015951,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,COD-NOR-YAK-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2056,1015952,1015952,UNHCR_ASSET_BOOK,1015952,"GEN, PERKINS, 30 KVA PRIME POW",638228, ,G17F252278, ,CAPITALIZED,10696,2018-03-12,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,534.8,10696,STL,60,10696,110,0,991010,0,0,0,0,0,,2018-03-12,EP-GN-10046, ,505,GENERAT_60,5639,UNHCR,1015952,1015952,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,COD-KIN-KIN-BXX-002,DEFAULT,110,0,711020,0,0,0,0,0
150,1015953,1015953,UNHCR_ASSET_BOOK,1015953,"GENERATOR, FG WILSON, WC 45 KV",638102, ,FGWPEP38LJSB04243, ,CAPITALIZED,16880,2018-02-15,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,562.67,16880,STL,60,16880,110,0,991010,0,0,0,0,0,,2018-02-15,EP-GN-10129, ,505,GENERAT_60,6647,UNHCR,1015953,1015953,"GENERATOR, FG WILSON, WC 45 KV",,1, ,COD-KAS-TSH-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2057,1015954,1015954,UNHCR_ASSET_BOOK,1015954,"GENERATOR, FG WILSON, WC 45 KV",638103, ,FGWPEP38EJSB04245, ,CAPITALIZED,16880,2018-02-15,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,562.67,16880,STL,60,16880,110,0,991010,0,0,0,0,0,,2018-02-15,EP-GN-10129, ,505,GENERAT_60,6647,UNHCR,1015954,1015954,"GENERATOR, FG WILSON, WC 45 KV",,1, ,COD-MAN-KAN-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
151,1015955,1015955,UNHCR_ASSET_BOOK,1015955,"GENERATOR, FG WILSON, AC 110KV",638104, ,FGWPEP40AJSD02442, ,CAPITALIZED,27396,2018-02-15,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,913.2,27396,STL,60,27396,110,0,991010,0,0,0,0,0,,2018-02-15,EP-GN-10086, ,504,GENERAT_60,6646,UNHCR,1015955,1015955,"GENERATOR, FG WILSON, AC 110KV",,1, ,COD-KAS-TSH-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
152,1015956,1015956,UNHCR_ASSET_BOOK,1015956,"GENERATOR, FG WILSON, WC 45 KV",638105, ,FGWPEP38HJSB04244, ,CAPITALIZED,16880,2018-02-15,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,562.67,16880,STL,60,16880,110,0,991010,0,0,0,0,0,,2018-02-15,EP-GN-10129, ,505,GENERAT_60,6647,UNHCR,1015956,1015956,"GENERATOR, FG WILSON, WC 45 KV",,1, ,COD-MAN-KAN-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2058,1015958,1015958,UNHCR_ASSET_BOOK,1015958,"GEN,PERKINS,20KVA With sound",679649,CUMMINS,C17I139816,C22SAE,CAPITALIZED,10966.71,2018-05-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,223902,ACTED BURKINA,P, ,POST,POST,OTHER,223902,IN SERVICE,YES,YES,OWNED,NEW,YES,930.94,10966.71,STL,60,10966.71,110,0,991010,0,0,0,0,0,,2018-05-14,EP-GN-10025, ,503,GENERAT_60,4943,UNHCR,1015958,1015958,"GEN,PERKINS,20KVA 
With sound",,1, ,BFA-CEN-KAY-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
153,1015959,1015959,UNHCR_ASSET_BOOK,1015959,"GEN,PERKINS,20KVA With sound",679650,CUMMINS,C17I139818,C22SAE,CAPITALIZED,10966.71,2018-05-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,111607,AFRICAN INITIATIVES FOR RELIEF,P, ,POST,POST,OTHER,111607,IN SERVICE,YES,YES,OWNED,NEW,YES,930.94,10966.71,STL,60,10966.71,110,0,991010,0,0,0,0,0,,2018-05-14,EP-GN-10025, ,503,GENERAT_60,4943,UNHCR,1015959,1015959,"GEN,PERKINS,20KVA 
With sound",,1, ,BFA-CEN-OUA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2059,1015960,1015960,UNHCR_ASSET_BOOK,1015960,"GENERATOR, PERKINS, 13 KVA",679647,CUMMINS,H17I140998,C17SAE,CAPITALIZED,10559.23,2018-05-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,32373,CHRISTIAN RELIEF AND DEV. ORG. CREDO,P, ,POST,POST,OTHER,32373,IN SERVICE,YES,YES,OWNED,NEW,YES,896.35,10559.23,STL,60,10559.23,110,0,991010,0,0,0,0,0,,2018-05-14,EP-GN-10015, ,503,GENERAT_60,6705,UNHCR,1015960,1015960,"GENERATOR, PERKINS, 13 KVA",,1, ,BFA-HAU-BOB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
154,1015961,1015961,UNHCR_ASSET_BOOK,1015961,"GENERATOR, PERKINS, 13 KVA",679648,CUMMINS,H17I140999,C17SAE,CAPITALIZED,10559.23,2018-05-14,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,111607,AFRICAN INITIATIVES FOR RELIEF,P, ,POST,POST,OTHER,111607,IN SERVICE,YES,YES,OWNED,NEW,YES,896.35,10559.23,STL,60,10559.23,110,0,991010,0,0,0,0,0,,2018-05-14,EP-GN-10015, ,503,GENERAT_60,6705,UNHCR,1015961,1015961,"GENERATOR, PERKINS, 13 KVA",,1, ,BFA-CEN-KAY-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2060,1015965,1015965,UNHCR_ASSET_BOOK,1015965,MV/LV compact Transformer Cabi,693921, ,135160257I, ,CAPITALIZED,21215.33,2018-03-08,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,OTHER EQUIPMENT 60,ELECTRICAL SUPPL,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1075.48,21215.33,STL,60,21215.33,110,0,991010,0,0,0,0,0,,2018-03-08,EP-EE-10087, ,712,OTHER_60,7996,UNHCR,1015965,1015965,MV/LV compact Transformer Cabi,,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2064,1016062,1016062,UNHCR_ASSET_BOOK,1016062,"GEN, PERKINS, 30 KVA PRIME POW",691439, ,WX17L3359138, ,CAPITALIZED,12311.24,2018-05-16,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1025.93,12311.24,STL,60,12311.24,110,0,991010,0,0,0,0,0,,2018-05-16,EP-GN-10046, ,505,GENERAT_60,5639,UNHCR,1016062,1016062,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,ETH-ADD-ADD-BXX-002,KALITI,110,0,711020,0,0,0,0,0
155,1016063,1016063,UNHCR_ASSET_BOOK,1016063,"GEN, PERKINS, 30 KVA PRIME POW",691437, ,WX17L3359136, ,CAPITALIZED,12311.24,2018-05-16,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1025.93,12311.24,STL,60,12311.24,110,0,991010,0,0,0,0,0,,2018-05-16,EP-GN-10046, ,505,GENERAT_60,5639,UNHCR,1016063,1016063,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,ETH-TIG-SHI-BXX-001,MAI AINI,110,0,711020,0,0,0,0,0
156,1016064,1016064,UNHCR_ASSET_BOOK,1016064,"GEN, PERKINS, 30 KVA PRIME POW",691438, ,WX17L3359137, ,CAPITALIZED,12311.24,2018-05-16,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1025.93,12311.24,STL,60,12311.24,110,0,991010,0,0,0,0,0,,2018-05-16,EP-GN-10046, ,505,GENERAT_60,5639,UNHCR,1016064,1016064,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,ETH-TIG-SHI-BXX-001,ADIHARUSH,110,0,711020,0,0,0,0,0
2065,1016065,1016065,UNHCR_ASSET_BOOK,1016065,"PERKINS GEN 100 KVA, WATER COO",678801, ,WX17L3359152, ,CAPITALIZED,15753.65,2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1053.07,15753.65,STL,60,15753.65,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10050, ,505,GENERAT_60,5645,UNHCR,1016065,1016065,"PERKINS GEN 100 KVA, WATER COO",,1, ,TCD-ENN-AMD-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3130,1016334,1016334,UNHCR_ASSET_BOOK,1016334,"GENERATOR, PERKINS, WC/50 KVA ",709309, ,U497121C-G17F239943, ,CAPITALIZED,15067.33,2018-05-15,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,24828,AFRICAN INITIATIVE FOR RELIEF AND DEV.,P, ,POST,POST,OTHER,24828,IN SERVICE,YES,YES,OWNED,NEW,YES,1249.74,15067.33,STL,60,15067.33,110,0,991010,0,0,0,0,0,,2018-05-15,EP-GN-10115, ,505,GENERAT_60,7915,UNHCR,1016334,1016334,"GENERATOR, PERKINS, WC/50 KVA ",,1, ,UGA-WES-KYA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
